subscriberkey,eventdate,jobid
0035005E90RTRaRZFi,10/30/2023 12:00:00 AM,592304
0035005E90RTRaRZFi,11/15/2023 12:00:00 AM,595434
0035005E90RTRaRZFi,12/4/2023 12:00:00 AM,597795
0035005I6K3T3mFmtY,1/10/2023 12:00:00 AM,512345
0035005I6K3T3mFmtY,2/15/2023 12:00:00 AM,531298
0035005I6K3T3mFmtY,3/7/2023 12:00:00 AM,543216
0035005I6K3T3mFmtY,4/20/2023 12:00:00 AM,567890
0035005I6K3T3mFmtY,5/23/2023 12:00:00 AM,568472
0035005I6K3T3mFmtY,6/27/2023 12:00:00 AM,574893
0035005I6K3T3mFmtY,7/10/2023 12:00:00 AM,583210
0035005I6K3T3mFmtY,8/18/2023 12:00:00 AM,590123
0035005I6K3T3mFmtY,9/6/2023 12:00:00 AM,590543
0035005I6K3T3mFmtY,10/30/2023 12:00:00 AM,592304
0035005I6K3T3mFmtY,11/15/2023 12:00:00 AM,595434
0035005I6K3T3mFmtY,12/4/2023 12:00:00 AM,597795
0035005IELslBkD1VX,1/10/2023 12:00:00 AM,512345
0035005IELslBkD1VX,2/15/2023 12:00:00 AM,531298
0035005IELslBkD1VX,3/7/2023 12:00:00 AM,543216
0035005IELslBkD1VX,4/20/2023 12:00:00 AM,567890
0035005IELslBkD1VX,5/23/2023 12:00:00 AM,568472
0035005IELslBkD1VX,6/27/2023 12:00:00 AM,574893
0035005IELslBkD1VX,7/10/2023 12:00:00 AM,583210
0035005IELslBkD1VX,8/18/2023 12:00:00 AM,590123
0035005IELslBkD1VX,9/6/2023 12:00:00 AM,590543
0035005IELslBkD1VX,10/30/2023 12:00:00 AM,592304
0035005IELslBkD1VX,11/15/2023 12:00:00 AM,595434
0035005IELslBkD1VX,12/4/2023 12:00:00 AM,597795
0035005JDA8Jd38E42,1/10/2023 12:00:00 AM,512345
0035005JDA8Jd38E42,2/15/2023 12:00:00 AM,531298
0035005JDA8Jd38E42,3/7/2023 12:00:00 AM,543216
0035005JDA8Jd38E42,4/20/2023 12:00:00 AM,567890
0035005JDA8Jd38E42,5/23/2023 12:00:00 AM,568472
0035005JDA8Jd38E42,6/27/2023 12:00:00 AM,574893
0035005JDA8Jd38E42,7/10/2023 12:00:00 AM,583210
0035005JDA8Jd38E42,8/18/2023 12:00:00 AM,590123
0035005JDA8Jd38E42,9/6/2023 12:00:00 AM,590543
0035005JDA8Jd38E42,10/30/2023 12:00:00 AM,592304
0035005JDA8Jd38E42,11/15/2023 12:00:00 AM,595434
0035005JDA8Jd38E42,12/4/2023 12:00:00 AM,597795
0035005Ku2l3T7V7N9,1/10/2023 12:00:00 AM,512345
0035005Ku2l3T7V7N9,2/15/2023 12:00:00 AM,531298
0035005Ku2l3T7V7N9,3/7/2023 12:00:00 AM,543216
0035005Ku2l3T7V7N9,4/20/2023 12:00:00 AM,567890
0035005Ku2l3T7V7N9,5/23/2023 12:00:00 AM,568472
0035005Ku2l3T7V7N9,6/27/2023 12:00:00 AM,574893
0035005Ku2l3T7V7N9,7/10/2023 12:00:00 AM,583210
0035005Ku2l3T7V7N9,8/18/2023 12:00:00 AM,590123
0035005Ku2l3T7V7N9,9/6/2023 12:00:00 AM,590543
0035005Ku2l3T7V7N9,10/30/2023 12:00:00 AM,592304
0035005Ku2l3T7V7N9,11/15/2023 12:00:00 AM,595434
0035005Ku2l3T7V7N9,12/4/2023 12:00:00 AM,597795
0035005L9L6il5M069,1/10/2023 12:00:00 AM,512345
0035005L9L6il5M069,2/15/2023 12:00:00 AM,531298
0035005L9L6il5M069,3/7/2023 12:00:00 AM,543216
0035005L9L6il5M069,4/20/2023 12:00:00 AM,567890
0035005L9L6il5M069,5/23/2023 12:00:00 AM,568472
0035005L9L6il5M069,6/27/2023 12:00:00 AM,574893
0035005L9L6il5M069,7/10/2023 12:00:00 AM,583210
0035005L9L6il5M069,8/18/2023 12:00:00 AM,590123
0035005L9L6il5M069,9/6/2023 12:00:00 AM,590543
0035005L9L6il5M069,10/30/2023 12:00:00 AM,592304
0035005L9L6il5M069,11/15/2023 12:00:00 AM,595434
0035005L9L6il5M069,12/4/2023 12:00:00 AM,597795
0035005o8yHNZqlb36,1/10/2023 12:00:00 AM,512345
0035005o8yHNZqlb36,2/15/2023 12:00:00 AM,531298
0035005o8yHNZqlb36,3/7/2023 12:00:00 AM,543216
0035005o8yHNZqlb36,4/20/2023 12:00:00 AM,567890
0035005o8yHNZqlb36,5/23/2023 12:00:00 AM,568472
0035005o8yHNZqlb36,6/27/2023 12:00:00 AM,574893
0035005o8yHNZqlb36,7/10/2023 12:00:00 AM,583210
0035005o8yHNZqlb36,8/18/2023 12:00:00 AM,590123
0035005o8yHNZqlb36,9/6/2023 12:00:00 AM,590543
0035005o8yHNZqlb36,10/30/2023 12:00:00 AM,592304
0035005o8yHNZqlb36,11/15/2023 12:00:00 AM,595434
0035005o8yHNZqlb36,12/4/2023 12:00:00 AM,597795
0035005pgMY4hK8mqp,1/10/2023 12:00:00 AM,512345
0035005pgMY4hK8mqp,2/15/2023 12:00:00 AM,531298
0035005pgMY4hK8mqp,3/7/2023 12:00:00 AM,543216
0035005pgMY4hK8mqp,4/20/2023 12:00:00 AM,567890
0035005pgMY4hK8mqp,5/23/2023 12:00:00 AM,568472
0035005pgMY4hK8mqp,6/27/2023 12:00:00 AM,574893
0035005pgMY4hK8mqp,7/10/2023 12:00:00 AM,583210
0035005pgMY4hK8mqp,8/18/2023 12:00:00 AM,590123
0035005pgMY4hK8mqp,9/6/2023 12:00:00 AM,590543
0035005pgMY4hK8mqp,10/30/2023 12:00:00 AM,592304
0035005pgMY4hK8mqp,11/15/2023 12:00:00 AM,595434
0035005pgMY4hK8mqp,12/4/2023 12:00:00 AM,597795
0035005Pz9N3OsIw9S,1/10/2023 12:00:00 AM,512345
0035005Pz9N3OsIw9S,2/15/2023 12:00:00 AM,531298
0035005Pz9N3OsIw9S,3/7/2023 12:00:00 AM,543216
0035005Pz9N3OsIw9S,4/20/2023 12:00:00 AM,567890
0035005Pz9N3OsIw9S,5/23/2023 12:00:00 AM,568472
0035005Pz9N3OsIw9S,6/27/2023 12:00:00 AM,574893
0035005Pz9N3OsIw9S,7/10/2023 12:00:00 AM,583210
0035005Pz9N3OsIw9S,8/18/2023 12:00:00 AM,590123
0035005Pz9N3OsIw9S,9/6/2023 12:00:00 AM,590543
0035005Pz9N3OsIw9S,10/30/2023 12:00:00 AM,592304
0035005Pz9N3OsIw9S,11/15/2023 12:00:00 AM,595434
0035005Pz9N3OsIw9S,12/4/2023 12:00:00 AM,597795
0035005q8jpdplrDRs,1/10/2023 12:00:00 AM,512345
0035005q8jpdplrDRs,2/15/2023 12:00:00 AM,531298
0035005q8jpdplrDRs,3/7/2023 12:00:00 AM,543216
0035005q8jpdplrDRs,4/20/2023 12:00:00 AM,567890
0035005q8jpdplrDRs,5/23/2023 12:00:00 AM,568472
0035005q8jpdplrDRs,6/27/2023 12:00:00 AM,574893
0035005q8jpdplrDRs,7/10/2023 12:00:00 AM,583210
0035005q8jpdplrDRs,8/18/2023 12:00:00 AM,590123
0035005q8jpdplrDRs,9/6/2023 12:00:00 AM,590543
0035005q8jpdplrDRs,10/30/2023 12:00:00 AM,592304
0035005q8jpdplrDRs,11/15/2023 12:00:00 AM,595434
0035005q8jpdplrDRs,12/4/2023 12:00:00 AM,597795
0035005rpDObIEf7zh,1/10/2023 12:00:00 AM,512345
0035005rpDObIEf7zh,2/15/2023 12:00:00 AM,531298
0035005rpDObIEf7zh,3/7/2023 12:00:00 AM,543216
0035005rpDObIEf7zh,4/20/2023 12:00:00 AM,567890
0035005rpDObIEf7zh,5/23/2023 12:00:00 AM,568472
0035005rpDObIEf7zh,6/27/2023 12:00:00 AM,574893
0035005rpDObIEf7zh,7/10/2023 12:00:00 AM,583210
0035005rpDObIEf7zh,8/18/2023 12:00:00 AM,590123
0035005rpDObIEf7zh,9/6/2023 12:00:00 AM,590543
0035005rpDObIEf7zh,10/30/2023 12:00:00 AM,592304
0035005rpDObIEf7zh,11/15/2023 12:00:00 AM,595434
0035005rpDObIEf7zh,12/4/2023 12:00:00 AM,597795
0035005TOfR3cw3E6K,1/10/2023 12:00:00 AM,512345
0035005TOfR3cw3E6K,2/15/2023 12:00:00 AM,531298
0035005TOfR3cw3E6K,3/7/2023 12:00:00 AM,543216
0035005TOfR3cw3E6K,4/20/2023 12:00:00 AM,567890
0035005TOfR3cw3E6K,5/23/2023 12:00:00 AM,568472
0035005TOfR3cw3E6K,6/27/2023 12:00:00 AM,574893
0035005TOfR3cw3E6K,7/10/2023 12:00:00 AM,583210
0035005TOfR3cw3E6K,8/18/2023 12:00:00 AM,590123
0035005TOfR3cw3E6K,9/6/2023 12:00:00 AM,590543
0035005TOfR3cw3E6K,10/30/2023 12:00:00 AM,592304
0035005TOfR3cw3E6K,11/15/2023 12:00:00 AM,595434
0035005TOfR3cw3E6K,12/4/2023 12:00:00 AM,597795
0035005U0LL59bs4pt,1/10/2023 12:00:00 AM,512345
0035005U0LL59bs4pt,2/15/2023 12:00:00 AM,531298
0035005U0LL59bs4pt,3/7/2023 12:00:00 AM,543216
0035005U0LL59bs4pt,4/20/2023 12:00:00 AM,567890
0035005U0LL59bs4pt,5/23/2023 12:00:00 AM,568472
0035005U0LL59bs4pt,6/27/2023 12:00:00 AM,574893
0035005U0LL59bs4pt,7/10/2023 12:00:00 AM,583210
0035005U0LL59bs4pt,8/18/2023 12:00:00 AM,590123
0035005U0LL59bs4pt,9/6/2023 12:00:00 AM,590543
0035005U0LL59bs4pt,10/30/2023 12:00:00 AM,592304
0035005U0LL59bs4pt,11/15/2023 12:00:00 AM,595434
0035005U0LL59bs4pt,12/4/2023 12:00:00 AM,597795
0035005w4Iw9joW3zz,1/10/2023 12:00:00 AM,512345
0035005w4Iw9joW3zz,2/15/2023 12:00:00 AM,531298
0035005w4Iw9joW3zz,3/7/2023 12:00:00 AM,543216
0035005w4Iw9joW3zz,4/20/2023 12:00:00 AM,567890
0035005w4Iw9joW3zz,5/23/2023 12:00:00 AM,568472
0035005w4Iw9joW3zz,6/27/2023 12:00:00 AM,574893
0035005w4Iw9joW3zz,7/10/2023 12:00:00 AM,583210
0035005w4Iw9joW3zz,8/18/2023 12:00:00 AM,590123
0035005w4Iw9joW3zz,9/6/2023 12:00:00 AM,590543
0035005w4Iw9joW3zz,10/30/2023 12:00:00 AM,592304
0035005w4Iw9joW3zz,11/15/2023 12:00:00 AM,595434
0035005w4Iw9joW3zz,12/4/2023 12:00:00 AM,597795
0035005Wi8miH01aJL,1/10/2023 12:00:00 AM,512345
0035005Wi8miH01aJL,2/15/2023 12:00:00 AM,531298
0035005Wi8miH01aJL,3/7/2023 12:00:00 AM,543216
0035005Wi8miH01aJL,4/20/2023 12:00:00 AM,567890
0035005Wi8miH01aJL,5/23/2023 12:00:00 AM,568472
0035005Wi8miH01aJL,6/27/2023 12:00:00 AM,574893
0035005Wi8miH01aJL,7/10/2023 12:00:00 AM,583210
0035005Wi8miH01aJL,8/18/2023 12:00:00 AM,590123
0035005Wi8miH01aJL,9/6/2023 12:00:00 AM,590543
0035005Wi8miH01aJL,10/30/2023 12:00:00 AM,592304
0035005Wi8miH01aJL,11/15/2023 12:00:00 AM,595434
0035005Wi8miH01aJL,12/4/2023 12:00:00 AM,597795
0035005WQA540B6q36,1/10/2023 12:00:00 AM,512345
0035005WQA540B6q36,2/15/2023 12:00:00 AM,531298
0035005WQA540B6q36,3/7/2023 12:00:00 AM,543216
0035005WQA540B6q36,4/20/2023 12:00:00 AM,567890
0035005WQA540B6q36,5/23/2023 12:00:00 AM,568472
0035005WQA540B6q36,6/27/2023 12:00:00 AM,574893
0035005WQA540B6q36,7/10/2023 12:00:00 AM,583210
0035005WQA540B6q36,8/18/2023 12:00:00 AM,590123
0035005WQA540B6q36,9/6/2023 12:00:00 AM,590543
0035005WQA540B6q36,10/30/2023 12:00:00 AM,592304
0035005WQA540B6q36,11/15/2023 12:00:00 AM,595434
0035005WQA540B6q36,12/4/2023 12:00:00 AM,597795
0035005xklM0MO9Mgk,1/10/2023 12:00:00 AM,512345
0035005xklM0MO9Mgk,2/15/2023 12:00:00 AM,531298
0035005xklM0MO9Mgk,3/7/2023 12:00:00 AM,543216
0035005xklM0MO9Mgk,4/20/2023 12:00:00 AM,567890
0035005xklM0MO9Mgk,5/23/2023 12:00:00 AM,568472
0035005xklM0MO9Mgk,6/27/2023 12:00:00 AM,574893
0035005xklM0MO9Mgk,7/10/2023 12:00:00 AM,583210
0035005xklM0MO9Mgk,8/18/2023 12:00:00 AM,590123
0035005xklM0MO9Mgk,9/6/2023 12:00:00 AM,590543
0035005xklM0MO9Mgk,10/30/2023 12:00:00 AM,592304
0035005xklM0MO9Mgk,11/15/2023 12:00:00 AM,595434
0035005xklM0MO9Mgk,12/4/2023 12:00:00 AM,597795
003500608Q65joyS1q,1/10/2023 12:00:00 AM,512345
003500608Q65joyS1q,2/15/2023 12:00:00 AM,531298
003500608Q65joyS1q,3/7/2023 12:00:00 AM,543216
003500608Q65joyS1q,4/20/2023 12:00:00 AM,567890
003500608Q65joyS1q,5/23/2023 12:00:00 AM,568472
003500608Q65joyS1q,6/27/2023 12:00:00 AM,574893
003500608Q65joyS1q,7/10/2023 12:00:00 AM,583210
003500608Q65joyS1q,8/18/2023 12:00:00 AM,590123
003500608Q65joyS1q,9/6/2023 12:00:00 AM,590543
003500608Q65joyS1q,10/30/2023 12:00:00 AM,592304
003500608Q65joyS1q,11/15/2023 12:00:00 AM,595434
003500608Q65joyS1q,12/4/2023 12:00:00 AM,597795
00350062Z0x939pqC8,1/10/2023 12:00:00 AM,512345
00350062Z0x939pqC8,2/15/2023 12:00:00 AM,531298
00350062Z0x939pqC8,3/7/2023 12:00:00 AM,543216
00350062Z0x939pqC8,4/20/2023 12:00:00 AM,567890
00350062Z0x939pqC8,5/23/2023 12:00:00 AM,568472
00350062Z0x939pqC8,6/27/2023 12:00:00 AM,574893
00350062Z0x939pqC8,7/10/2023 12:00:00 AM,583210
00350062Z0x939pqC8,8/18/2023 12:00:00 AM,590123
00350062Z0x939pqC8,9/6/2023 12:00:00 AM,590543
00350062Z0x939pqC8,10/30/2023 12:00:00 AM,592304
00350062Z0x939pqC8,11/15/2023 12:00:00 AM,595434
00350062Z0x939pqC8,12/4/2023 12:00:00 AM,597795
0035006305els4r2Oa,1/10/2023 12:00:00 AM,512345
0035006305els4r2Oa,2/15/2023 12:00:00 AM,531298
0035006305els4r2Oa,3/7/2023 12:00:00 AM,543216
0035006305els4r2Oa,4/20/2023 12:00:00 AM,567890
0035006305els4r2Oa,5/23/2023 12:00:00 AM,568472
0035006305els4r2Oa,6/27/2023 12:00:00 AM,574893
0035006305els4r2Oa,7/10/2023 12:00:00 AM,583210
0035006305els4r2Oa,8/18/2023 12:00:00 AM,590123
0035006305els4r2Oa,9/6/2023 12:00:00 AM,590543
0035006305els4r2Oa,10/30/2023 12:00:00 AM,592304
0035006305els4r2Oa,11/15/2023 12:00:00 AM,595434
0035006305els4r2Oa,12/4/2023 12:00:00 AM,597795
00350064p57IY8xO37,1/10/2023 12:00:00 AM,512345
00350064p57IY8xO37,2/15/2023 12:00:00 AM,531298
00350064p57IY8xO37,3/7/2023 12:00:00 AM,543216
00350064p57IY8xO37,4/20/2023 12:00:00 AM,567890
00350064p57IY8xO37,5/23/2023 12:00:00 AM,568472
00350064p57IY8xO37,6/27/2023 12:00:00 AM,574893
00350064p57IY8xO37,7/10/2023 12:00:00 AM,583210
00350064p57IY8xO37,8/18/2023 12:00:00 AM,590123
00350064p57IY8xO37,9/6/2023 12:00:00 AM,590543
00350064p57IY8xO37,10/30/2023 12:00:00 AM,592304
00350064p57IY8xO37,11/15/2023 12:00:00 AM,595434
00350064p57IY8xO37,12/4/2023 12:00:00 AM,597795
00350067Eyl9U0cl5F,1/10/2023 12:00:00 AM,512345
00350067Eyl9U0cl5F,2/15/2023 12:00:00 AM,531298
00350067Eyl9U0cl5F,3/7/2023 12:00:00 AM,543216
00350067Eyl9U0cl5F,4/20/2023 12:00:00 AM,567890
00350067Eyl9U0cl5F,5/23/2023 12:00:00 AM,568472
00350067Eyl9U0cl5F,6/27/2023 12:00:00 AM,574893
00350067Eyl9U0cl5F,7/10/2023 12:00:00 AM,583210
00350067Eyl9U0cl5F,8/18/2023 12:00:00 AM,590123
00350067Eyl9U0cl5F,9/6/2023 12:00:00 AM,590543
00350067Eyl9U0cl5F,10/30/2023 12:00:00 AM,592304
00350067Eyl9U0cl5F,11/15/2023 12:00:00 AM,595434
00350067Eyl9U0cl5F,12/4/2023 12:00:00 AM,597795
003500683z71wcV98h,1/10/2023 12:00:00 AM,512345
003500683z71wcV98h,2/15/2023 12:00:00 AM,531298
003500683z71wcV98h,3/7/2023 12:00:00 AM,543216
003500683z71wcV98h,4/20/2023 12:00:00 AM,567890
003500683z71wcV98h,5/23/2023 12:00:00 AM,568472
003500683z71wcV98h,6/27/2023 12:00:00 AM,574893
003500683z71wcV98h,7/10/2023 12:00:00 AM,583210
003500683z71wcV98h,8/18/2023 12:00:00 AM,590123
003500683z71wcV98h,9/6/2023 12:00:00 AM,590543
003500683z71wcV98h,10/30/2023 12:00:00 AM,592304
003500683z71wcV98h,11/15/2023 12:00:00 AM,595434
003500683z71wcV98h,12/4/2023 12:00:00 AM,597795
003500689QgUW52WUQ,1/10/2023 12:00:00 AM,512345
003500689QgUW52WUQ,2/15/2023 12:00:00 AM,531298
003500689QgUW52WUQ,3/7/2023 12:00:00 AM,543216
003500689QgUW52WUQ,4/20/2023 12:00:00 AM,567890
003500689QgUW52WUQ,5/23/2023 12:00:00 AM,568472
003500689QgUW52WUQ,6/27/2023 12:00:00 AM,574893
003500689QgUW52WUQ,7/10/2023 12:00:00 AM,583210
003500689QgUW52WUQ,8/18/2023 12:00:00 AM,590123
003500689QgUW52WUQ,9/6/2023 12:00:00 AM,590543
003500689QgUW52WUQ,10/30/2023 12:00:00 AM,592304
003500689QgUW52WUQ,11/15/2023 12:00:00 AM,595434
003500689QgUW52WUQ,12/4/2023 12:00:00 AM,597795
00350069eVKyJMB91h,1/10/2023 12:00:00 AM,512345
00350069eVKyJMB91h,2/15/2023 12:00:00 AM,531298
00350069eVKyJMB91h,3/7/2023 12:00:00 AM,543216
00350069eVKyJMB91h,4/20/2023 12:00:00 AM,567890
00350069eVKyJMB91h,5/23/2023 12:00:00 AM,568472
00350069eVKyJMB91h,6/27/2023 12:00:00 AM,574893
00350069eVKyJMB91h,7/10/2023 12:00:00 AM,583210
00350069eVKyJMB91h,8/18/2023 12:00:00 AM,590123
00350069eVKyJMB91h,9/6/2023 12:00:00 AM,590543
00350069eVKyJMB91h,10/30/2023 12:00:00 AM,592304
00350069eVKyJMB91h,11/15/2023 12:00:00 AM,595434
00350069eVKyJMB91h,12/4/2023 12:00:00 AM,597795
0035006aEC57SS6538,1/10/2023 12:00:00 AM,512345
0035006aEC57SS6538,2/15/2023 12:00:00 AM,531298
0035006aEC57SS6538,3/7/2023 12:00:00 AM,543216
0035006aEC57SS6538,4/20/2023 12:00:00 AM,567890
0035006aEC57SS6538,5/23/2023 12:00:00 AM,568472
0035006aEC57SS6538,6/27/2023 12:00:00 AM,574893
0035006aEC57SS6538,7/10/2023 12:00:00 AM,583210
0035006aEC57SS6538,8/18/2023 12:00:00 AM,590123
0035006aEC57SS6538,9/6/2023 12:00:00 AM,590543
0035006aEC57SS6538,10/30/2023 12:00:00 AM,592304
0035006aEC57SS6538,11/15/2023 12:00:00 AM,595434
0035006aEC57SS6538,12/4/2023 12:00:00 AM,597795
0035006Az5dq9S8h11,1/10/2023 12:00:00 AM,512345
0035006Az5dq9S8h11,2/15/2023 12:00:00 AM,531298
0035006Az5dq9S8h11,3/7/2023 12:00:00 AM,543216
0035006Az5dq9S8h11,4/20/2023 12:00:00 AM,567890
0035006Az5dq9S8h11,5/23/2023 12:00:00 AM,568472
0035006Az5dq9S8h11,6/27/2023 12:00:00 AM,574893
0035006Az5dq9S8h11,7/10/2023 12:00:00 AM,583210
0035006Az5dq9S8h11,8/18/2023 12:00:00 AM,590123
0035006Az5dq9S8h11,9/6/2023 12:00:00 AM,590543
0035006Az5dq9S8h11,10/30/2023 12:00:00 AM,592304
0035006Az5dq9S8h11,11/15/2023 12:00:00 AM,595434
0035006Az5dq9S8h11,12/4/2023 12:00:00 AM,597795
0035006Bp2tK6QXd25,1/10/2023 12:00:00 AM,512345
0035006Bp2tK6QXd25,2/15/2023 12:00:00 AM,531298
0035006Bp2tK6QXd25,3/7/2023 12:00:00 AM,543216
0035006Bp2tK6QXd25,4/20/2023 12:00:00 AM,567890
0035006Bp2tK6QXd25,5/23/2023 12:00:00 AM,568472
0035006Bp2tK6QXd25,6/27/2023 12:00:00 AM,574893
0035006Bp2tK6QXd25,7/10/2023 12:00:00 AM,583210
0035006Bp2tK6QXd25,8/18/2023 12:00:00 AM,590123
0035006Bp2tK6QXd25,9/6/2023 12:00:00 AM,590543
0035006Bp2tK6QXd25,10/30/2023 12:00:00 AM,592304
0035006Bp2tK6QXd25,11/15/2023 12:00:00 AM,595434
0035006Bp2tK6QXd25,12/4/2023 12:00:00 AM,597795
0035006D3IuA7O0fsS,1/10/2023 12:00:00 AM,512345
0035006D3IuA7O0fsS,2/15/2023 12:00:00 AM,531298
0035006D3IuA7O0fsS,3/7/2023 12:00:00 AM,543216
0035006D3IuA7O0fsS,4/20/2023 12:00:00 AM,567890
0035006D3IuA7O0fsS,5/23/2023 12:00:00 AM,568472
0035006D3IuA7O0fsS,6/27/2023 12:00:00 AM,574893
0035006D3IuA7O0fsS,7/10/2023 12:00:00 AM,583210
0035006D3IuA7O0fsS,8/18/2023 12:00:00 AM,590123
0035006D3IuA7O0fsS,9/6/2023 12:00:00 AM,590543
0035006D3IuA7O0fsS,10/30/2023 12:00:00 AM,592304
0035006D3IuA7O0fsS,11/15/2023 12:00:00 AM,595434
0035006D3IuA7O0fsS,12/4/2023 12:00:00 AM,597795
0035006DD2hq03LTUT,1/10/2023 12:00:00 AM,512345
0035006DD2hq03LTUT,2/15/2023 12:00:00 AM,531298
0035006DD2hq03LTUT,3/7/2023 12:00:00 AM,543216
0035006DD2hq03LTUT,4/20/2023 12:00:00 AM,567890
0035006DD2hq03LTUT,5/23/2023 12:00:00 AM,568472
0035006DD2hq03LTUT,6/27/2023 12:00:00 AM,574893
0035006DD2hq03LTUT,7/10/2023 12:00:00 AM,583210
0035006DD2hq03LTUT,8/18/2023 12:00:00 AM,590123
0035006DD2hq03LTUT,9/6/2023 12:00:00 AM,590543
0035006DD2hq03LTUT,10/30/2023 12:00:00 AM,592304
0035006DD2hq03LTUT,11/15/2023 12:00:00 AM,595434
0035006DD2hq03LTUT,12/4/2023 12:00:00 AM,597795
0035006Dxyk6EbEm4e,1/10/2023 12:00:00 AM,512345
0035006Dxyk6EbEm4e,2/15/2023 12:00:00 AM,531298
0035006Dxyk6EbEm4e,3/7/2023 12:00:00 AM,543216
0035006Dxyk6EbEm4e,4/20/2023 12:00:00 AM,567890
0035006Dxyk6EbEm4e,5/23/2023 12:00:00 AM,568472
0035006Dxyk6EbEm4e,6/27/2023 12:00:00 AM,574893
0035006Dxyk6EbEm4e,7/10/2023 12:00:00 AM,583210
0035006Dxyk6EbEm4e,8/18/2023 12:00:00 AM,590123
0035006Dxyk6EbEm4e,9/6/2023 12:00:00 AM,590543
0035006Dxyk6EbEm4e,10/30/2023 12:00:00 AM,592304
0035006Dxyk6EbEm4e,11/15/2023 12:00:00 AM,595434
0035006Dxyk6EbEm4e,12/4/2023 12:00:00 AM,597795
0035006fDg6DFSm34e,1/10/2023 12:00:00 AM,512345
0035006fDg6DFSm34e,2/15/2023 12:00:00 AM,531298
0035006fDg6DFSm34e,3/7/2023 12:00:00 AM,543216
0035006fDg6DFSm34e,4/20/2023 12:00:00 AM,567890
0035006fDg6DFSm34e,5/23/2023 12:00:00 AM,568472
0035006fDg6DFSm34e,6/27/2023 12:00:00 AM,574893
0035006fDg6DFSm34e,7/10/2023 12:00:00 AM,583210
0035006fDg6DFSm34e,8/18/2023 12:00:00 AM,590123
0035006fDg6DFSm34e,9/6/2023 12:00:00 AM,590543
0035006fDg6DFSm34e,10/30/2023 12:00:00 AM,592304
0035006fDg6DFSm34e,11/15/2023 12:00:00 AM,595434
0035006fDg6DFSm34e,12/4/2023 12:00:00 AM,597795
0035006fuL40B1Yyjb,1/10/2023 12:00:00 AM,512345
0035006fuL40B1Yyjb,2/15/2023 12:00:00 AM,531298
0035006fuL40B1Yyjb,3/7/2023 12:00:00 AM,543216
0035006fuL40B1Yyjb,4/20/2023 12:00:00 AM,567890
0035006fuL40B1Yyjb,5/23/2023 12:00:00 AM,568472
0035006fuL40B1Yyjb,6/27/2023 12:00:00 AM,574893
0035006fuL40B1Yyjb,7/10/2023 12:00:00 AM,583210
0035006fuL40B1Yyjb,8/18/2023 12:00:00 AM,590123
0035006fuL40B1Yyjb,9/6/2023 12:00:00 AM,590543
0035006fuL40B1Yyjb,10/30/2023 12:00:00 AM,592304
0035006fuL40B1Yyjb,11/15/2023 12:00:00 AM,595434
0035006fuL40B1Yyjb,12/4/2023 12:00:00 AM,597795
0035006G04CHGVr2Vo,1/10/2023 12:00:00 AM,512345
0035006G04CHGVr2Vo,2/15/2023 12:00:00 AM,531298
0035006G04CHGVr2Vo,3/7/2023 12:00:00 AM,543216
0035006G04CHGVr2Vo,4/20/2023 12:00:00 AM,567890
0035006G04CHGVr2Vo,5/23/2023 12:00:00 AM,568472
0035006G04CHGVr2Vo,6/27/2023 12:00:00 AM,574893
0035006G04CHGVr2Vo,7/10/2023 12:00:00 AM,583210
0035006G04CHGVr2Vo,8/18/2023 12:00:00 AM,590123
0035006G04CHGVr2Vo,9/6/2023 12:00:00 AM,590543
0035006G04CHGVr2Vo,10/30/2023 12:00:00 AM,592304
0035006G04CHGVr2Vo,11/15/2023 12:00:00 AM,595434
0035006G04CHGVr2Vo,12/4/2023 12:00:00 AM,597795
0035006g3DrEuX1irY,1/10/2023 12:00:00 AM,512345
0035006g3DrEuX1irY,2/15/2023 12:00:00 AM,531298
0035006g3DrEuX1irY,3/7/2023 12:00:00 AM,543216
0035006g3DrEuX1irY,4/20/2023 12:00:00 AM,567890
0035006g3DrEuX1irY,5/23/2023 12:00:00 AM,568472
0035006g3DrEuX1irY,6/27/2023 12:00:00 AM,574893
0035006g3DrEuX1irY,7/10/2023 12:00:00 AM,583210
0035006g3DrEuX1irY,8/18/2023 12:00:00 AM,590123
0035006g3DrEuX1irY,9/6/2023 12:00:00 AM,590543
0035006g3DrEuX1irY,10/30/2023 12:00:00 AM,592304
0035006g3DrEuX1irY,11/15/2023 12:00:00 AM,595434
0035006g3DrEuX1irY,12/4/2023 12:00:00 AM,597795
0035006HKo3OTa0k7J,1/10/2023 12:00:00 AM,512345
0035006HKo3OTa0k7J,2/15/2023 12:00:00 AM,531298
0035006HKo3OTa0k7J,3/7/2023 12:00:00 AM,543216
0035006HKo3OTa0k7J,4/20/2023 12:00:00 AM,567890
0035006HKo3OTa0k7J,5/23/2023 12:00:00 AM,568472
0035006HKo3OTa0k7J,6/27/2023 12:00:00 AM,574893
0035006HKo3OTa0k7J,7/10/2023 12:00:00 AM,583210
0035006HKo3OTa0k7J,8/18/2023 12:00:00 AM,590123
0035006HKo3OTa0k7J,9/6/2023 12:00:00 AM,590543
0035006HKo3OTa0k7J,10/30/2023 12:00:00 AM,592304
0035006HKo3OTa0k7J,11/15/2023 12:00:00 AM,595434
0035006HKo3OTa0k7J,12/4/2023 12:00:00 AM,597795
0035006hLm2gnw9qBc,1/10/2023 12:00:00 AM,512345
