subscriberkey,eventdate,jobid,isunique
003500bRso0mELsXG8,8/19/2023 12:00:00 AM,590123,True
003500A1BBY19Eblv9,8/19/2023 12:00:00 AM,590123,True
0035009UH42zTWv1J0,8/19/2023 12:00:00 AM,590123,True
0035009z0SHfSG9iy0,8/19/2023 12:00:00 AM,590123,True
003500d0HARwL4BmU6,8/19/2023 12:00:00 AM,590123,True
003500uVhAjX1qfw1V,8/19/2023 12:00:00 AM,590123,True
00350017m0323py3k4,8/19/2023 12:00:00 AM,590123,True
0035005TOfR3cw3E6K,8/19/2023 12:00:00 AM,590123,True
003500FPEmv8l721l3,8/19/2023 12:00:00 AM,590123,True
003500vs81e56rx7nq,8/19/2023 12:00:00 AM,590123,True
003500K5MYD6hhTzX5,8/19/2023 12:00:00 AM,590123,True
0035000hm9yb1yR8cl,8/19/2023 12:00:00 AM,590123,True
003500x3p8T3USpEdC,8/19/2023 12:00:00 AM,590123,True
0035003X6n7SOd4S3Y,8/19/2023 12:00:00 AM,590123,True
003500K8O6gYpSS06f,8/19/2023 12:00:00 AM,590123,True
0035006Dxyk6EbEm4e,8/19/2023 12:00:00 AM,590123,True
003500xpR18nkJByGY,8/19/2023 12:00:00 AM,590123,True
003500U6GLH22I51H4,8/19/2023 12:00:00 AM,590123,True
003500ddkUui7T002r,8/19/2023 12:00:00 AM,590123,True
003500SNzg10eV2IKL,8/19/2023 12:00:00 AM,590123,True
003500A13Bd82h4CzK,8/19/2023 12:00:00 AM,590123,True
003500M7Q93CKG2je2,9/7/2023 12:00:00 AM,590543,True
0035000L19GUIxvc3Y,9/7/2023 12:00:00 AM,590543,True
0035006Az5dq9S8h11,9/7/2023 12:00:00 AM,590543,True
00350040xG4s8O0d97,9/7/2023 12:00:00 AM,590543,True
0035006fuL40B1Yyjb,9/7/2023 12:00:00 AM,590543,True
003500k0ao15ExTl4Y,9/7/2023 12:00:00 AM,590543,True
003500BV5gQ6VBzYID,9/7/2023 12:00:00 AM,590543,True
003500R2CFF8UZHKvG,9/7/2023 12:00:00 AM,590543,True
003500689QgUW52WUQ,9/7/2023 12:00:00 AM,590543,True
003500LsE3WgES1STt,9/7/2023 12:00:00 AM,590543,True
003500UVWe2t11d96D,9/7/2023 12:00:00 AM,590543,True
003500LN5eoSW0mFKe,9/7/2023 12:00:00 AM,590543,True
0035003Y7JEM54A8iT,9/7/2023 12:00:00 AM,590543,True
003500e47qH2X3BBcW,9/7/2023 12:00:00 AM,590543,True
003500yP5dn79m6urq,9/7/2023 12:00:00 AM,590543,True
003500u3xBl6Uw4L7m,9/7/2023 12:00:00 AM,590543,True
003500dxuF5cwjp07h,9/7/2023 12:00:00 AM,590543,True
0035006DD2hq03LTUT,9/7/2023 12:00:00 AM,590543,True
003500mMxW25G2R7QZ,9/7/2023 12:00:00 AM,590543,True
0035006fDg6DFSm34e,9/7/2023 12:00:00 AM,590543,True
003500v941LL10YNMG,9/7/2023 12:00:00 AM,590543,True
00350072n2l4n3qGn3,9/7/2023 12:00:00 AM,590543,True
0035002AiPES5C5D76,9/7/2023 12:00:00 AM,590543,True
003500AW6l0t814Izh,9/7/2023 12:00:00 AM,590543,True
003500S9LKFd3u5Mz4,9/7/2023 12:00:00 AM,590543,True
003500XE2ZuoB4LDVg,9/7/2023 12:00:00 AM,590543,True
003500Oso0dLmOA649,9/7/2023 12:00:00 AM,590543,True
003500NwVjvLuK2mH3,9/7/2023 12:00:00 AM,590543,True
0035005U0LL59bs4pt,9/7/2023 12:00:00 AM,590543,True
003500TjX1Z09Sa135,9/7/2023 12:00:00 AM,590543,True
003500hI7Cp4q74NmM,9/7/2023 12:00:00 AM,590543,False
003500rJLf39z312O0,9/7/2023 12:00:00 AM,590543,True
0035001tu4eJNs2wwp,9/7/2023 12:00:00 AM,590543,True
003500UapYfMDceIGr,9/7/2023 12:00:00 AM,590543,True
003500ahT05CviC39Z,9/7/2023 12:00:00 AM,590543,True
003500aI5YD5CG9V00,9/7/2023 12:00:00 AM,590543,True
003500n0gb8ie40bb8,9/7/2023 12:00:00 AM,590543,True
003500pMgt8vx52NOc,9/7/2023 12:00:00 AM,590543,True
003500m8fqulK0dAm2,9/7/2023 12:00:00 AM,590543,True
0035001zMjJu1E8KPd,9/7/2023 12:00:00 AM,590543,True
003500MauCd2t5Vt33,9/7/2023 12:00:00 AM,590543,True
00350084ZF3p08X4fS,9/7/2023 12:00:00 AM,590543,True
0035009XtDO64w1w2m,9/7/2023 12:00:00 AM,590543,True
003500oF1GvWfa2E2A,9/7/2023 12:00:00 AM,590543,True
00350072Fu4z80YkJb,9/7/2023 12:00:00 AM,590543,True
0035006OEqU5BM8iIU,9/7/2023 12:00:00 AM,590543,True
003500gDN711iM7wUw,9/7/2023 12:00:00 AM,590543,True
003500tu83uv0QMijI,9/7/2023 12:00:00 AM,590543,True
00350072m74A3t32p9,9/7/2023 12:00:00 AM,590543,True
003500oVL7G00f8Z03,9/7/2023 12:00:00 AM,590543,True
00350057T1U2n8Zl6G,9/7/2023 12:00:00 AM,590543,True
003500k9zTpN29wGts,9/7/2023 12:00:00 AM,590543,True
003500S2H4s3T37yli,9/7/2023 12:00:00 AM,590543,True
003500l7tvrc9G4AR2,9/7/2023 12:00:00 AM,590543,True
003500ZfFX1C6YsNML,9/7/2023 12:00:00 AM,590543,True
003500923Yd4sSY3V2,9/7/2023 12:00:00 AM,590543,True
003500FJkUt0AYXQ50,9/7/2023 12:00:00 AM,590543,True
003500An3Wdvn9ittv,9/7/2023 12:00:00 AM,590543,True
003500MAdCt2669Asd,9/7/2023 12:00:00 AM,590543,True
003500l8KpawYdjIt8,9/7/2023 12:00:00 AM,590543,True
003500T0hv35NAbLp2,9/7/2023 12:00:00 AM,590543,True
003500q8ah18C8MHk7,9/7/2023 12:00:00 AM,590543,True
003500pp3HpfT34N12,9/7/2023 12:00:00 AM,590543,True
0035004CU6GdQdtwqG,9/7/2023 12:00:00 AM,590543,True
003500k37g84zehbdL,9/7/2023 12:00:00 AM,590543,True
003500CUxN9p85z3n4,9/7/2023 12:00:00 AM,590543,True
003500L5V7Z0w7NbmS,9/7/2023 12:00:00 AM,590543,True
003500va1EOI0NWd02,9/7/2023 12:00:00 AM,590543,True
003500U3isxh8Q4CdS,9/7/2023 12:00:00 AM,590543,True
0035005IELslBkD1VX,9/7/2023 12:00:00 AM,590543,True
003500oLbu9h0adfsY,9/7/2023 12:00:00 AM,590543,True
003500TGW6oRyDpl0e,9/7/2023 12:00:00 AM,590543,True
003500WK7ukc8P5Zx6,9/7/2023 12:00:00 AM,590543,True
00350003Llb0LG95Dr,9/7/2023 12:00:00 AM,590543,True
003500Kk5dPSwsY16R,9/7/2023 12:00:00 AM,590543,True
003500yWE2zQ0Q7y3Q,9/7/2023 12:00:00 AM,590543,True
003500b7A24FJQp116,9/7/2023 12:00:00 AM,590543,True
00350067Eyl9U0cl5F,9/7/2023 12:00:00 AM,590543,True
003500s0FzSieE3a8A,9/7/2023 12:00:00 AM,590543,True
00350018wfzm6NTg48,9/7/2023 12:00:00 AM,590543,True
00350049a5cED8sZfw,9/7/2023 12:00:00 AM,590543,True
003500O7c8D93m16wE,9/7/2023 12:00:00 AM,590543,True
0035007xZ71y1j70O9,9/7/2023 12:00:00 AM,590543,True
0035002K3eHvjVGr95,9/7/2023 12:00:00 AM,590543,True
003500g451zyA7TuD2,9/7/2023 12:00:00 AM,590543,True
003500EjJY1b59MdZA,9/7/2023 12:00:00 AM,590543,True
003500XO0B6f3gq38K,9/7/2023 12:00:00 AM,590543,True
003500ebx220f79CQN,9/7/2023 12:00:00 AM,590543,True
003500L54KQk4E7PEO,9/7/2023 12:00:00 AM,590543,True
003500Ki59eXfcF8wG,9/7/2023 12:00:00 AM,590543,True
0035007T5S9oPr5231,9/7/2023 12:00:00 AM,590543,True
003500IVuYgZ4CDJiO,9/7/2023 12:00:00 AM,590543,True
003500L3Ys7584c88i,9/7/2023 12:00:00 AM,590543,True
00350040zizYj9A1ny,9/7/2023 12:00:00 AM,590543,True
003500K5MYD6hhTzX5,9/7/2023 12:00:00 AM,590543,True
003500JII32LdyMkL6,9/7/2023 12:00:00 AM,590543,True
003500338SElwLOJaH,9/7/2023 12:00:00 AM,590543,True
00350016R0V283n86c,9/7/2023 12:00:00 AM,590543,True
003500ahOjM66J9e53,9/7/2023 12:00:00 AM,590543,True
003500h4SyV5eG4B8K,9/7/2023 12:00:00 AM,590543,True
003500l4W4zZieJ0KZ,9/7/2023 12:00:00 AM,590543,True
003500qGI633o359Hz,9/7/2023 12:00:00 AM,590543,True
003500pEz07K05Omk5,9/7/2023 12:00:00 AM,590543,True
0035000L19GUIxvc3Y,10/31/2023 12:00:00 AM,592304,True
0035006fuL40B1Yyjb,7/11/2023 12:00:00 AM,583210,True
003500uEoO3LAf359F,7/11/2023 12:00:00 AM,583210,True
003500FTtvKawXH41d,7/11/2023 12:00:00 AM,583210,True
003500k0ao15ExTl4Y,7/11/2023 12:00:00 AM,583210,True
003500lWD831KRT2qt,7/11/2023 12:00:00 AM,583210,True
003500s2n63T7422Tl,7/11/2023 12:00:00 AM,583210,True
003500QzsqP45hyRl2,7/11/2023 12:00:00 AM,583210,True
003500689QgUW52WUQ,7/11/2023 12:00:00 AM,583210,True
003500V5GBRYFcVCF0,7/11/2023 12:00:00 AM,583210,True
003500vc1qylNjU7qb,7/11/2023 12:00:00 AM,583210,True
003500M2cE7oe9NFUZ,7/11/2023 12:00:00 AM,583210,True
00350080ILlZGJ22zK,7/11/2023 12:00:00 AM,583210,True
003500IltcE351K71G,7/11/2023 12:00:00 AM,583210,True
003500Ww4dl3Xu35f4,7/11/2023 12:00:00 AM,583210,True
003500j7tuH99llaGq,7/11/2023 12:00:00 AM,583210,True
003500I52Ck42S66hx,7/11/2023 12:00:00 AM,583210,True
003500m4O17tFf15dh,7/11/2023 12:00:00 AM,583210,True
003500Tmrdg1d8kEHS,7/11/2023 12:00:00 AM,583210,True
003500k4v23wk1Rk8x,7/11/2023 12:00:00 AM,583210,True
00350029JrN3Uh23RO,7/11/2023 12:00:00 AM,583210,True
003500BSC86k8J7g01,7/11/2023 12:00:00 AM,583210,True
003500e47qH2X3BBcW,7/11/2023 12:00:00 AM,583210,True
003500u3xBl6Uw4L7m,7/11/2023 12:00:00 AM,583210,True
0035007zG2HV32Eh32,7/11/2023 12:00:00 AM,583210,True
003500Vw9xrDldby32,7/11/2023 12:00:00 AM,583210,True
003500eslU3A7Fj7G3,7/11/2023 12:00:00 AM,583210,True
003500a42212d5W826,7/11/2023 12:00:00 AM,583210,True
003500JbbH76Od1Tea,7/11/2023 12:00:00 AM,583210,True
0035002aAowk63QeJO,7/11/2023 12:00:00 AM,583210,True
003500MuNq358WbRs7,7/11/2023 12:00:00 AM,583210,True
003500KQcx1XK81UIW,7/11/2023 12:00:00 AM,583210,True
0035006D3IuA7O0fsS,7/11/2023 12:00:00 AM,583210,True
003500q3th00hlURA0,7/11/2023 12:00:00 AM,583210,True
0035006fDg6DFSm34e,7/11/2023 12:00:00 AM,583210,True
0035007Ygt061hD3I4,7/11/2023 12:00:00 AM,583210,True
003500vd2P39uD9A9F,7/11/2023 12:00:00 AM,583210,True
003500WEyt13CtVgmT,7/11/2023 12:00:00 AM,583210,True
0035002vJ4t6FuiEhl,7/11/2023 12:00:00 AM,583210,True
003500I6qGE48t5Fn2,7/11/2023 12:00:00 AM,583210,True
003500vwnqy800Ml35,7/11/2023 12:00:00 AM,583210,True
0035002460CKF72695,7/11/2023 12:00:00 AM,583210,True
003500P4JBAE7H0NuX,7/11/2023 12:00:00 AM,583210,True
00350086XAOlm5X11w,7/11/2023 12:00:00 AM,583210,True
003500InKbEnCUG58r,7/11/2023 12:00:00 AM,583210,True
003500II4Rf3V6XMmL,7/11/2023 12:00:00 AM,583210,True
003500fgWvb2967PZ2,7/11/2023 12:00:00 AM,583210,True
003500N29qETM6vgCZ,7/11/2023 12:00:00 AM,583210,True
003500Rqwk2MWbuy8t,7/11/2023 12:00:00 AM,583210,True
0035009QYRaSHZxqQW,7/11/2023 12:00:00 AM,583210,True
0035005U0LL59bs4pt,7/11/2023 12:00:00 AM,583210,True
003500A1eIRd6B5s57,7/11/2023 12:00:00 AM,583210,True
003500T4wyk7WU9j4p,7/11/2023 12:00:00 AM,583210,True
003500J0L3E6j3CNfZ,7/11/2023 12:00:00 AM,583210,True
0035003c3jT2tlJtI5,7/11/2023 12:00:00 AM,583210,True
003500mFZeu1edNk2l,7/11/2023 12:00:00 AM,583210,True
003500hI7Cp4q74NmM,7/11/2023 12:00:00 AM,583210,True
003500se14JmU32YhW,7/11/2023 12:00:00 AM,583210,True
0035001L6Rp0Pf25dG,7/11/2023 12:00:00 AM,583210,True
0035000ytHv6vCrUoi,7/11/2023 12:00:00 AM,583210,True
003500rJLf39z312O0,7/11/2023 12:00:00 AM,583210,True
0035001tu4eJNs2wwp,7/11/2023 12:00:00 AM,583210,True
003500WNCFa8i9mLD8,7/11/2023 12:00:00 AM,583210,True
003500hwIE9I5jWi7b,7/11/2023 12:00:00 AM,583210,True
0035003ZVpsNlpn40V,7/11/2023 12:00:00 AM,583210,True
003500vNk009Y7d355,7/11/2023 12:00:00 AM,583210,True
003500igfHdh18x7dV,7/11/2023 12:00:00 AM,583210,True
003500NNi20dX5N48B,7/11/2023 12:00:00 AM,583210,False
0035009a1f11C9aVaU,7/11/2023 12:00:00 AM,583210,True
0035008TA9yOys0041,7/11/2023 12:00:00 AM,583210,True
003500uC3ZpVOyL2tH,7/11/2023 12:00:00 AM,583210,True
003500J68QFWrf7IWP,7/11/2023 12:00:00 AM,583210,True
00350089PyAWZ0esRx,7/11/2023 12:00:00 AM,583210,True
00350039yX48I6VkE6,7/11/2023 12:00:00 AM,583210,True
003500G74Gl81jIz88,7/11/2023 12:00:00 AM,583210,True
003500AvnQ8h9sqtu2,7/11/2023 12:00:00 AM,583210,True
003500173HM3eL5fTX,7/11/2023 12:00:00 AM,583210,True
003500A8iV9tJQ68A5,7/11/2023 12:00:00 AM,583210,True
003500tMWa6hLSZR7s,7/11/2023 12:00:00 AM,583210,True
00350011T0WQN6L892,7/11/2023 12:00:00 AM,583210,True
003500xCzSIKo3g6Zp,7/11/2023 12:00:00 AM,583210,True
003500I5sFZp2866fG,7/11/2023 12:00:00 AM,583210,True
00350022Ue6a0fpQHC,7/11/2023 12:00:00 AM,583210,True
003500zBujWw21I36n,7/11/2023 12:00:00 AM,583210,True
003500K4u90zgQ7h9A,7/11/2023 12:00:00 AM,583210,True
003500P5ys6aJwkuoN,7/11/2023 12:00:00 AM,583210,True
003500wiiA2ziXS033,7/11/2023 12:00:00 AM,583210,True
003500n77Oy1O8uXuO,7/11/2023 12:00:00 AM,583210,True
0035006O8qH5W8AA3Z,7/11/2023 12:00:00 AM,583210,True
003500v1G6SHz76Hy4,7/11/2023 12:00:00 AM,583210,True
003500Z8iPgFVm3L5D,7/11/2023 12:00:00 AM,583210,True
0035003ZSN3EjT1Dln,7/11/2023 12:00:00 AM,583210,True
0035000AQ51SGIUaIJ,7/11/2023 12:00:00 AM,583210,True
003500IUQv80JmV4RS,7/11/2023 12:00:00 AM,583210,True
00350098rfLkUlL4vM,7/11/2023 12:00:00 AM,583210,False
003500384Mno4Y0urE,7/11/2023 12:00:00 AM,583210,True
003500RmS3c5H433aB,7/11/2023 12:00:00 AM,583210,True
0035005WQA540B6q36,7/11/2023 12:00:00 AM,583210,True
003500rN9g8Wa4yf6U,7/11/2023 12:00:00 AM,583210,True
0035009TKe2TX5O400,7/11/2023 12:00:00 AM,583210,True
0035006g3DrEuX1irY,7/11/2023 12:00:00 AM,583210,True
003500ou6m7nwoM97f,7/11/2023 12:00:00 AM,583210,True
003500z3gvw5rI7575,7/11/2023 12:00:00 AM,583210,True
003500GrHQOL2gN4tk,7/11/2023 12:00:00 AM,583210,True
003500i0u6fS4TF5ob,7/11/2023 12:00:00 AM,583210,True
00350050FU62h93L2Y,7/11/2023 12:00:00 AM,583210,True
0035000cR0E2vOfV9I,7/11/2023 12:00:00 AM,583210,True
003500lR3NlUoOYb4T,7/11/2023 12:00:00 AM,583210,True
003500Z83a5bEctq30,7/11/2023 12:00:00 AM,583210,True
003500fH0wu7I96wPy,7/11/2023 12:00:00 AM,583210,True
0035004b80lnYawf8v,7/11/2023 12:00:00 AM,583210,True
003500N2B93XlWF0jB,7/11/2023 12:00:00 AM,583210,True
003500Ss682eYL8Jb8,7/11/2023 12:00:00 AM,583210,True
003500mL8Wjgj0YOiT,7/11/2023 12:00:00 AM,583210,True
003500KYwZ7bGySsY7,7/11/2023 12:00:00 AM,583210,True
003500fx8rnDC6ws8x,7/11/2023 12:00:00 AM,583210,True
003500A24o2PH8GIw0,7/11/2023 12:00:00 AM,583210,True
0035001gDF3Kx16TKI,7/11/2023 12:00:00 AM,583210,True
0035002f4phh10J135,7/11/2023 12:00:00 AM,583210,True
003500iz89fu9331OX,7/11/2023 12:00:00 AM,583210,True
0035000WTotT1hZdzj,7/11/2023 12:00:00 AM,583210,True
0035004ESVD6x3N2VZ,7/11/2023 12:00:00 AM,583210,True
0035004292uOsx1LUZ,7/11/2023 12:00:00 AM,583210,True
003500FM733bKpykUb,7/11/2023 12:00:00 AM,583210,True
00350025fH3m382U5i,7/11/2023 12:00:00 AM,583210,True
003500q9132n07K0BV,7/11/2023 12:00:00 AM,583210,True
003500Zb16u5ZC2lXI,7/11/2023 12:00:00 AM,583210,True
003500199Tm1DX32GC,7/11/2023 12:00:00 AM,583210,True
003500k9zTpN29wGts,7/11/2023 12:00:00 AM,583210,True
003500S2H4s3T37yli,7/11/2023 12:00:00 AM,583210,True
003500u08AyCR0d5T9,7/11/2023 12:00:00 AM,583210,True
003500S0sw0KdVX0Pc,7/11/2023 12:00:00 AM,583210,False
0035009PxIE8XUl8iF,7/11/2023 12:00:00 AM,583210,True
0035001PuG4n7yop3Z,7/11/2023 12:00:00 AM,583210,True
0035007ck8vr313ojO,7/11/2023 12:00:00 AM,583210,True
003500FJkUt0AYXQ50,7/11/2023 12:00:00 AM,583210,True
0035007mxvk7w3sHym,7/11/2023 12:00:00 AM,583210,True
003500X7utuDkbM969,7/11/2023 12:00:00 AM,583210,True
003500uo4a57f5zCt2,7/11/2023 12:00:00 AM,583210,True
0035008x0aemD0c17B,7/11/2023 12:00:00 AM,583210,True
003500h2NF1MT9oLyo,7/11/2023 12:00:00 AM,583210,True
003500T0hv35NAbLp2,7/11/2023 12:00:00 AM,583210,True
00350056LDM77ssts6,7/11/2023 12:00:00 AM,583210,True
00350020b63yV5Sv13,7/11/2023 12:00:00 AM,583210,True
003500Wvh5TBLB8hq1,7/11/2023 12:00:00 AM,583210,True
003500NG12z9Nn3LU5,7/11/2023 12:00:00 AM,583210,True
003500pp3HpfT34N12,7/11/2023 12:00:00 AM,583210,True
003500x97FXeko1Ta4,7/11/2023 12:00:00 AM,583210,True
0035005JDA8Jd38E42,7/11/2023 12:00:00 AM,583210,True
003500C9NOfM403gH7,7/11/2023 12:00:00 AM,583210,True
003500vPhe4u0a3788,7/11/2023 12:00:00 AM,583210,True
003500C6tp95RK3M4D,7/11/2023 12:00:00 AM,583210,True
003500Q2s1vEJ9Dw7K,7/11/2023 12:00:00 AM,583210,True
003500Y1Bj7CroGM24,7/11/2023 12:00:00 AM,583210,True
003500P351IXnjF8bQ,7/11/2023 12:00:00 AM,583210,True
00350042w9X544DjKy,7/11/2023 12:00:00 AM,583210,False
003500L5V7Z0w7NbmS,7/11/2023 12:00:00 AM,583210,True
003500l5905y6nXfd1,7/11/2023 12:00:00 AM,583210,True
003500va1EOI0NWd02,7/11/2023 12:00:00 AM,583210,True
0035007iB1md1qM90m,7/11/2023 12:00:00 AM,583210,True
0035000s55b93o8m5y,7/11/2023 12:00:00 AM,583210,True
003500eKt6R27r8l5x,7/11/2023 12:00:00 AM,583210,True
003500VBW2FeR0K6uo,7/11/2023 12:00:00 AM,583210,True
003500I223Zq5EiY24,7/11/2023 12:00:00 AM,583210,True
0035005IELslBkD1VX,7/11/2023 12:00:00 AM,583210,True
003500uXUb01Z9y6WC,7/11/2023 12:00:00 AM,583210,True
00350018fm2S7HiP31,7/11/2023 12:00:00 AM,583210,True
003500bZnpjVTw6QV5,7/11/2023 12:00:00 AM,583210,True
003500oLbu9h0adfsY,7/11/2023 12:00:00 AM,583210,True
003500awEL91cIa0Lp,7/11/2023 12:00:00 AM,583210,True
003500TGW6oRyDpl0e,7/11/2023 12:00:00 AM,583210,True
0035002RrSg7SP3cAr,7/11/2023 12:00:00 AM,583210,True
003500LgR4ZpcMC74R,7/11/2023 12:00:00 AM,583210,True
003500aZoa231CI2RN,7/11/2023 12:00:00 AM,583210,True
0035001v2AN8mAaBQz,7/11/2023 12:00:00 AM,583210,True
003500LC9BODEiuTzm,7/11/2023 12:00:00 AM,583210,True
003500yBam6Qk2tb0j,7/11/2023 12:00:00 AM,583210,True
003500iHQrqr7fjfzy,7/11/2023 12:00:00 AM,583210,True
003500bz7XmcyvfIeA,7/11/2023 12:00:00 AM,583210,True
003500yYHEOOGs9ONJ,7/11/2023 12:00:00 AM,583210,True
003500EaLU8y49c0dr,7/11/2023 12:00:00 AM,583210,True
003500GN58r0v4M4fW,7/11/2023 12:00:00 AM,583210,True
003500P7FM1y5287iR,7/11/2023 12:00:00 AM,583210,True
00350003Llb0LG95Dr,7/11/2023 12:00:00 AM,583210,True
003500Y36ow688p0Ww,7/11/2023 12:00:00 AM,583210,True
003500KIh3532wjCb9,7/11/2023 12:00:00 AM,583210,True
0035003HDNx6k1t809,7/11/2023 12:00:00 AM,583210,True
003500I7W6UNK50r0L,7/11/2023 12:00:00 AM,583210,True
003500Mgy862fHv4V9,7/11/2023 12:00:00 AM,583210,True
003500z7HiN66M9tk4,7/11/2023 12:00:00 AM,583210,True
003500b7A24FJQp116,7/11/2023 12:00:00 AM,583210,True
003500Z84V77TA6qR1,7/11/2023 12:00:00 AM,583210,True
003500z3SG22VKkltB,7/11/2023 12:00:00 AM,583210,True
0035000tNfQOU3289H,7/11/2023 12:00:00 AM,583210,True
003500Y95R8aHLye09,7/11/2023 12:00:00 AM,583210,True
0035006Y9Y1ozON1c4,7/11/2023 12:00:00 AM,583210,True
0035008p2i9OPJ0v79,7/11/2023 12:00:00 AM,583210,True
003500Z0mrLA4fsJ6R,7/11/2023 12:00:00 AM,583210,True
003500r0G8XeL7dP63,7/11/2023 12:00:00 AM,583210,True
0035007IT665nUf58t,7/11/2023 12:00:00 AM,583210,True
00350037b9Q9IdE9vw,7/11/2023 12:00:00 AM,583210,True
003500zaFsBws63pLj,7/11/2023 12:00:00 AM,583210,True
003500y1n0D6tNV5U1,7/11/2023 12:00:00 AM,583210,True
0035007xZ71y1j70O9,7/11/2023 12:00:00 AM,583210,True
003500x0jdTxPsQzuM,7/11/2023 12:00:00 AM,583210,True
003500dF4e4abH7jFN,7/11/2023 12:00:00 AM,583210,True
0035002K3eHvjVGr95,7/11/2023 12:00:00 AM,583210,True
003500T3AFbMci9dfq,7/11/2023 12:00:00 AM,583210,True
0035000o3nReb4v20Y,7/11/2023 12:00:00 AM,583210,True
0035002G50oJ87FR79,7/11/2023 12:00:00 AM,583210,True
00350087k0l9ujM89u,7/11/2023 12:00:00 AM,583210,True
0035003wB1FHXcnNAB,7/11/2023 12:00:00 AM,583210,True
003500orAYmoZ5d44o,7/11/2023 12:00:00 AM,583210,True
0035005Ku2l3T7V7N9,7/11/2023 12:00:00 AM,583210,True
003500aPB6ZnM7PbC1,7/11/2023 12:00:00 AM,583210,True
003500S5NvaKKZoOUD,7/11/2023 12:00:00 AM,583210,True
003500q3VZq6EvX680,7/11/2023 12:00:00 AM,583210,True
00350055x0IuEeNwgb,7/11/2023 12:00:00 AM,583210,True
003500MuInHG2OMzGh,7/11/2023 12:00:00 AM,583210,True
003500BfxrRo310q5C,7/11/2023 12:00:00 AM,583210,True
003500bK8Sojk9v9TF,7/11/2023 12:00:00 AM,583210,True
003500v90QI0d4E2LE,7/11/2023 12:00:00 AM,583210,True
003500Atgy21c3n3k3,7/11/2023 12:00:00 AM,583210,True
0035007Ok2x6C2xd11,7/11/2023 12:00:00 AM,583210,True
003500l60OK0F5enO4,7/11/2023 12:00:00 AM,583210,True
0035007LU9FUbkJrU3,7/11/2023 12:00:00 AM,583210,True
003500E414783d6rmu,7/11/2023 12:00:00 AM,583210,True
0035007g72M83fh26n,7/11/2023 12:00:00 AM,583210,True
0035004aZEsHF1gaU2,7/11/2023 12:00:00 AM,583210,True
003500i1dWYb0xA46Z,7/11/2023 12:00:00 AM,583210,True
003500Ki59eXfcF8wG,7/11/2023 12:00:00 AM,583210,True
0035007DedCTkexc9E,7/11/2023 12:00:00 AM,583210,True
003500bRso0mELsXG8,7/11/2023 12:00:00 AM,583210,True
0035009UH42zTWv1J0,7/11/2023 12:00:00 AM,583210,True
0035008RYDeWB9snPR,7/11/2023 12:00:00 AM,583210,False
0035009z0SHfSG9iy0,7/11/2023 12:00:00 AM,583210,True
003500d0HARwL4BmU6,7/11/2023 12:00:00 AM,583210,False
003500uVhAjX1qfw1V,7/11/2023 12:00:00 AM,583210,True
00350017m0323py3k4,7/11/2023 12:00:00 AM,583210,True
0035002VzNcb9s1Kpq,7/11/2023 12:00:00 AM,583210,True
0035005o8yHNZqlb36,7/11/2023 12:00:00 AM,583210,True
003500W88P8MbnLN2V,7/11/2023 12:00:00 AM,583210,True
0035004CVA3aRBa3fh,7/11/2023 12:00:00 AM,583210,True
003500wTOyRaMGi59V,7/11/2023 12:00:00 AM,583210,False
0035007CjF4Mk7jMAA,7/11/2023 12:00:00 AM,583210,True
003500RwA71J70tnZ7,7/11/2023 12:00:00 AM,583210,True
0035007ONbzh75rA8i,7/11/2023 12:00:00 AM,583210,True
00350022go27p6N1HQ,7/11/2023 12:00:00 AM,583210,True
003500338SElwLOJaH,7/11/2023 12:00:00 AM,583210,True
003500I7o2jY58yJT9,7/11/2023 12:00:00 AM,583210,True
00350021MGdZJNx5SL,7/11/2023 12:00:00 AM,583210,True
003500x3p8T3USpEdC,7/11/2023 12:00:00 AM,583210,True
003500u05LJr8f2u9n,7/11/2023 12:00:00 AM,583210,True
003500z8Ei4f51iI1M,7/11/2023 12:00:00 AM,583210,True
0035006Dxyk6EbEm4e,7/11/2023 12:00:00 AM,583210,True
00350097RmSv7cXi57,7/11/2023 12:00:00 AM,583210,True
003500xKuE372Did9I,7/11/2023 12:00:00 AM,583210,True
003500Nrb7Zl1H6F59,7/11/2023 12:00:00 AM,583210,True
003500LqYno87dkzD4,7/11/2023 12:00:00 AM,583210,False
003500AQEu1V6v23VW,7/11/2023 12:00:00 AM,583210,True
003500qGI633o359Hz,7/11/2023 12:00:00 AM,583210,True
003500FiH82C9C86Ir,7/11/2023 12:00:00 AM,583210,True
003500M7Q93CKG2je2,8/19/2023 12:00:00 AM,590123,True
0035005L9L6il5M069,8/19/2023 12:00:00 AM,590123,True
0035003O1qhXg6R870,8/19/2023 12:00:00 AM,590123,True
003500Y8z340Bu22bm,8/19/2023 12:00:00 AM,590123,True
003500ydrQ42clsNBt,8/19/2023 12:00:00 AM,590123,True
003500lVp9KJ4vFDvM,8/19/2023 12:00:00 AM,590123,True
0035006hLm2gnw9qBc,8/19/2023 12:00:00 AM,590123,True
0035009S5V0F83IWEj,8/19/2023 12:00:00 AM,590123,True
003500j0yhN2s03RWS,8/19/2023 12:00:00 AM,590123,True
003500VDN5i3NkoGOW,8/19/2023 12:00:00 AM,590123,True
0035004a7wptJ4t96F,8/19/2023 12:00:00 AM,590123,True
003500AsEpVJxOb9Qx,8/19/2023 12:00:00 AM,590123,True
0035004iivu1Gw2G33,8/19/2023 12:00:00 AM,590123,True
