order_id,customer_id,date,status,amount
13956596,003500G13TipebHTQu,2023-12-02,cancelled,2237.03
13956597,003500hI7Cp4q74NmM,2023-02-05,shipped,1696.98
13956598,003500Nrb7Zl1H6F59,2023-03-28,shipped,294.12
13956599,003500se14JmU32YhW,2023-05-05,onhold,8400.79
13956600,003500Jq51E0M32ZYx,2023-09-14,shipped,3531.98
13956601,003500g2DxQOpBtXp7,2023-04-14,shipped,9151.55
13956602,003500y5d5EVEk3Nk4,2023-06-23,onhold,9714.73
13956603,003500JTc5050dCvcU,2023-11-05,shipped,9898.68
13956604,003500hSRvM15mfUop,2023-06-16,cancelled,2006.71
13956605,003500tuUshz0KLxs9,2023-07-28,shipped,3922.51
13956606,003500tMWa6hLSZR7s,2023-03-15,delayed,6169.59
13956607,003500e47qH2X3BBcW,2023-09-25,shipped,2832.87
13956608,0035007w13g0FOgjH0,2023-05-26,shipped,4041.5
13956609,003500w19O21j35cDi,2023-08-01,shipped,9545.34
13956610,003500L7vJvQZSfiU2,2023-11-24,shipped,2989.73
13956611,00350029JrN3Uh23RO,2023-07-25,shipped,9882.47
13956612,003500WK7ukc8P5Zx6,2023-03-29,cancelled,5609.45
13956613,003500Z9Z4H9vD1m07,2023-07-13,shipped,9998.48
13956614,003500Ef5Gh03iE817,2023-05-30,shipped,5092.1
13956615,003500cI396o5jAMGr,2023-06-24,shipped,9933.85
13956616,00350043f8Q3Pf5rbA,2023-02-19,cancelled,5095.93
13956617,0035004i5JgdLX89W7,2023-05-02,shipped,9329.3
13956618,003500bZnpjVTw6QV5,2023-04-09,shipped,731.51
13956619,00350021MGdZJNx5SL,2023-07-18,shipped,9705.79
13956620,003500mbTQl0I7Ixw0,2023-08-31,shipped,5868.45
13956621,003500TOi9xMNM5699,2023-02-09,shipped,4447.1
13956622,00350013ToOKS8HZw3,2023-09-25,shipped,389.01
13956623,003500m4O17tFf15dh,2023-05-21,shipped,6020.46
13956624,003500I3aho217qNoL,2023-01-01,shipped,5027.28
13956625,0035002s7Nq05EF8xD,2023-09-25,shipped,215.22
13956626,003500d0HARwL4BmU6,2023-03-11,shipped,3324.24
13956627,003500C9NOfM403gH7,2023-11-18,shipped,6783.03
13956628,003500F00np6ZIczKh,2023-01-17,shipped,3138.05
13956629,003500v405TS8Trvz2,2023-04-04,shipped,304.17
13956630,003500vs81e56rx7nq,2023-02-13,shipped,4379.91
13956631,00350072n2l4n3qGn3,2023-07-29,shipped,5960.67
13956632,0035003QdbQV5ACTe8,2023-04-13,cancelled,7580.9
13956633,003500339Kgli7N5t9,2023-05-15,shipped,2615.8
13956634,003500UXAT931P60Lv,2023-07-08,delayed,8558.55
13956635,00350098bBJpI0tOEo,2023-01-27,cancelled,1180.78
13956636,00350011T0WQN6L892,2023-03-18,onhold,4914.18
13956637,0035003nK33vU0y5vS,2023-06-13,shipped,884.86
13956638,003500hu7nSC08ap4A,2023-04-21,shipped,5092.56
13956639,003500MAdCt2669Asd,2023-09-19,shipped,1382.93
13956640,003500l5905y6nXfd1,2023-12-19,shipped,8394.03
13956641,003500J2Zar50Y6xFU,2023-12-12,cancelled,9876.19
13956642,0035001PuG4n7yop3Z,2023-08-27,shipped,7327.47
13956643,003500ka7t61oU0n9B,2023-12-01,shipped,7379.61
13956644,003500se14JmU32YhW,2023-11-10,shipped,9385.3
13956645,003500igfHdh18x7dV,2023-02-19,cancelled,9337.98
13956646,003500I5Po30AJP6M2,2023-06-11,shipped,4488.16
13956647,003500l60OK0F5enO4,2023-02-27,cancelled,850.63
13956648,0035005Pz9N3OsIw9S,2023-10-31,shipped,4137.22
13956649,003500S2H4s3T37yli,2023-11-15,shipped,3686.28
13956650,003500scrhJs1HqjIE,2023-09-17,shipped,5939.28
13956651,003500eX85gHI1SFtP,2023-11-28,shipped,8895.62
13956652,003500wyGMNN9lsT85,2023-01-25,shipped,4431.6
13956653,0035006KUqtc29t6wY,2023-02-05,shipped,3453.46
13956654,003500I2WJ5yMIqBHG,2023-02-07,shipped,8203.81
13956655,00350081HVSkl56w2f,2023-08-08,shipped,301.62
13956656,003500nc2Xik69RO7g,2023-01-28,onhold,2062.31
13956657,003500A1eIRd6B5s57,2023-05-08,shipped,8715.57
13956658,003500aum78SWcKyze,2023-02-27,shipped,4479.92
13956659,0035008aXB7XKrPmP8,2023-07-07,shipped,1674.84
13956660,003500x97FXeko1Ta4,2023-03-14,shipped,7866.22
13956661,0035007Ygt061hD3I4,2023-09-26,shipped,911.05
13956662,003500KQcx1XK81UIW,2023-01-16,shipped,2564.32
13956663,0035000cR0E2vOfV9I,2023-10-08,shipped,7581.03
13956664,003500Bd683eeSnZi9,2023-12-26,shipped,3779.68
13956665,003500m4O17tFf15dh,2023-05-25,cancelled,1315.17
13956666,003500rVsN909Iq5g2,2023-09-20,onhold,4544.82
13956667,003500a5aJ1C4HX9WT,2023-06-12,shipped,8062.46
13956668,003500Q7t0aJLhkP17,2023-04-25,shipped,5145.52
13956669,0035000ytHv6vCrUoi,2023-04-11,cancelled,7697.16
13956670,003500913ZDix7s5h3,2023-02-28,cancelled,2407.25
13956671,003500e3apjELX7021,2023-08-05,shipped,385.14
13956672,003500W6n7zG9eOmxM,2023-10-22,shipped,8937.7
13956673,003500LgR4ZpcMC74R,2023-06-29,shipped,768.24
13956674,003500pvAqq5ZlWD18,2023-03-06,shipped,3394.98
13956675,003500KIh3532wjCb9,2023-11-19,shipped,7844.63
13956676,00350097RmSv7cXi57,2023-11-04,cancelled,6992.13
13956677,003500x3p8T3USpEdC,2023-06-08,shipped,6277.01
13956678,003500LC9BODEiuTzm,2023-10-16,shipped,9644.72
13956679,003500j7tuH99llaGq,2023-09-26,shipped,8559.36
13956680,003500I2JVj0e32rc6,2023-01-19,shipped,9053.61
13956681,003500yP5dn79m6urq,2023-10-02,shipped,7072.05
13956682,003500orAYmoZ5d44o,2023-09-05,shipped,6968.02
13956683,003500tuUshz0KLxs9,2023-11-05,shipped,9174.74
13956684,003500Zb16u5ZC2lXI,2023-05-23,shipped,9781.58
13956685,00350078GPL10PwFZO,2023-07-10,shipped,4547.94
13956686,0035007zG2HV32Eh32,2023-11-27,shipped,6437.01
13956687,0035001191jYWL583y,2023-10-25,shipped,5365.38
13956688,003500vE9RWsW2q4G9,2023-10-02,shipped,1473.73
13956689,003500k4v23wk1Rk8x,2023-01-14,cancelled,6058.9
13956690,003500iyWR4mPAzhXd,2023-07-11,shipped,1118.91
13956691,003500G13TipebHTQu,2023-05-28,onhold,221.04
13956692,003500332fMyiW4bSr,2023-02-13,shipped,3036.89
13956693,00350057ZuUy9x33ZX,2023-04-24,shipped,8605.71
13956694,0035002775B05Ix217,2023-12-26,shipped,5411.66
13956695,0035003HiYoo1790Wu,2023-02-27,shipped,4865.83
13956696,003500n0gb8ie40bb8,2023-05-01,shipped,9116.35
13956697,003500U6GLH22I51H4,2023-05-21,shipped,1526.54
13956698,003500rIzZWFcSYfZ4,2023-11-07,cancelled,4485.44
13956699,003500GrHQOL2gN4tk,2023-09-25,shipped,6041.54
13956700,003500GFd2XfP8J8LB,2023-05-20,shipped,4027.1
13956701,003500U105pxCuzC48,2023-01-06,shipped,6325.35
13956702,003500Llpwq2ToWxx4,2023-11-08,shipped,9955.63
13956703,003500vd2P39uD9A9F,2023-08-29,shipped,7939.19
13956704,0035009z0SHfSG9iy0,2023-09-06,shipped,1606.02
13956705,003500N71o4owF86pt,2023-06-04,shipped,6153.04
13956706,003500395RWMk34B95,2023-08-27,shipped,5629.68
13956707,00350072n2l4n3qGn3,2023-03-24,shipped,904.59
13956708,003500F082Z3r3MJ2S,2023-06-21,shipped,9222.82
13956709,003500i3DmdB6MVBr0,2023-03-21,shipped,4669.3
13956710,003500zw3jfmgkDaB7,2023-12-09,shipped,3393.02
13956711,003500t674tePj96t8,2023-11-06,cancelled,8933.42
13956712,003500w2yUNtW9p342,2023-12-15,shipped,9679.67
13956713,003500GOojWHIn4EOl,2023-10-10,shipped,6889.43
13956714,003500z3gvw5rI7575,2023-05-20,shipped,3279.06
13956715,003500vE9RWsW2q4G9,2023-01-11,shipped,2869.63
13956716,0035007PT8A05k6X6w,2023-07-12,delayed,698.43
13956717,003500JbbH76Od1Tea,2023-06-14,shipped,9972.7
13956718,0035004ik1s0svcOcT,2023-06-14,delayed,8446.56
13956719,003500z3gvw5rI7575,2023-01-19,shipped,5643.4
13956720,003500i1dWYb0xA46Z,2023-07-25,shipped,9511.47
13956721,003500BvqRZqf3oA6a,2023-09-01,shipped,6747.27
13956722,003500tuUshz0KLxs9,2023-10-29,shipped,3877.08
13956723,003500uVhAjX1qfw1V,2023-12-30,cancelled,6085.16
13956724,003500FTtvKawXH41d,2023-02-19,shipped,6453.73
13956725,0035007qbF107MM1c2,2023-10-03,shipped,6798.24
13956726,00350046v93XyUfh01,2023-11-27,shipped,2796.57
13956727,0035008SbDh5i6TWZE,2023-04-16,shipped,8804.7
13956728,003500913ZDix7s5h3,2023-04-27,shipped,2589.02
13956729,003500eKt6R27r8l5x,2023-07-13,shipped,5124.93
13956730,003500U105pxCuzC48,2023-07-21,shipped,4622.47
13956731,003500rPjnGj552CWZ,2023-05-28,onhold,7244.0
13956732,003500r1lfS5ciENWK,2023-04-10,shipped,7249.75
13956733,003500w6yaXe7E2P8f,2023-03-14,cancelled,1131.77
13956734,003500u7PXn913FHom,2023-08-19,shipped,7964.68
13956735,00350007juH5Vm1Vyc,2023-09-28,shipped,5441.29
13956736,003500Mw7nvIB971Ez,2023-03-02,shipped,2787.95
13956737,0035003wB1FHXcnNAB,2023-12-06,shipped,9915.93
13956738,003500wiiA2ziXS033,2023-01-01,shipped,7237.06
13956739,003500YG19aOSPOLB7,2023-01-15,shipped,8162.42
13956740,003500twhGWZ6dVjXk,2023-08-11,shipped,6521.55
13956741,0035000o3nReb4v20Y,2023-05-25,cancelled,1163.8
13956742,003500a5aJ1C4HX9WT,2023-07-04,shipped,6686.25
13956743,003500z7HiN66M9tk4,2023-06-01,shipped,957.87
13956744,0035007UJju1264C80,2023-03-05,shipped,1307.68
13956745,0035005TOfR3cw3E6K,2023-05-02,shipped,4362.29
13956746,0035009S5V0F83IWEj,2023-07-18,shipped,341.77
13956747,0035007wc9l8dg3z6c,2023-12-16,shipped,7835.67
13956748,003500XAqDO7E7m3kT,2023-05-26,shipped,6065.3
13956749,0035006O8qH5W8AA3Z,2023-01-27,cancelled,871.71
13956750,003500OF9IAKWbntuT,2023-09-22,shipped,9944.97
13956751,003500DIUsnjavYm8V,2023-10-08,shipped,9955.34
13956752,003500vwnqy800Ml35,2023-10-25,shipped,3187.21
13956753,003500bbxRG37v92nr,2023-03-09,shipped,361.46
13956754,003500TjX1Z09Sa135,2023-03-25,shipped,5043.59
13956755,003500cLL572j1t9Xy,2023-04-08,cancelled,5550.13
13956756,003500n77Oy1O8uXuO,2023-10-10,shipped,1298.96
13956757,00350072n2l4n3qGn3,2023-04-09,shipped,1417.29
13956758,003500QZuUuv21zf1J,2023-01-18,shipped,7187.33
13956759,003500t61dK52Zj1Zb,2023-11-20,shipped,4563.95
13956760,0035008SZC9q6QjTdZ,2023-04-22,shipped,5258.47
13956761,0035004i5JgdLX89W7,2023-08-14,shipped,5342.89
13956762,003500qGI633o359Hz,2023-08-14,cancelled,619.08
13956763,003500ahT05CviC39Z,2023-05-15,shipped,4749.03
13956764,003500st68p4seDPXf,2023-01-28,shipped,5076.7
13956765,0035006D3IuA7O0fsS,2023-02-20,shipped,1259.92
13956766,003500k9zTpN29wGts,2023-10-11,cancelled,8163.88
13956767,003500RPks45CxAOsV,2023-07-24,shipped,2817.31
13956768,003500dC1uSg7AVxO5,2023-02-28,shipped,7689.22
13956769,003500608Q65joyS1q,2023-10-22,shipped,3580.88
13956770,003500Ao4iXrcpDurV,2023-11-26,cancelled,931.11
13956771,003500pp3HpfT34N12,2023-07-08,cancelled,8169.79
13956772,003500UVWe2t11d96D,2023-02-17,shipped,4030.63
13956773,003500e7SM5I5QFh54,2023-04-17,shipped,330.94
13956774,0035002VzNcb9s1Kpq,2023-06-15,shipped,7794.69
13956775,0035002LqcCzE3H31U,2023-06-13,shipped,8332.78
13956776,0035004a7wptJ4t96F,2023-06-22,shipped,5224.88
13956777,003500iEDx2VU4soUv,2023-04-28,shipped,8032.33
13956778,003500B30gxJz6HLkg,2023-02-28,cancelled,6806.48
13956779,0035009081Bt4PPePq,2023-03-10,shipped,8154.13
13956780,003500nriRxYFLNUNR,2023-02-22,shipped,7790.86
13956781,003500H6H2cdbS2fFZ,2023-03-12,cancelled,4055.89
13956782,00350018fm2S7HiP31,2023-08-30,shipped,7765.81
13956783,003500332fMyiW4bSr,2023-03-07,shipped,396.99
13956784,003500S2H4s3T37yli,2023-01-04,shipped,9355.17
13956785,0035003X6n7SOd4S3Y,2023-06-23,onhold,7695.79
13956786,003500r3oyv6hD3LjX,2023-10-27,cancelled,9703.56
13956787,003500u3xBl6Uw4L7m,2023-07-17,cancelled,5695.62
13956788,003500bc4ln30oVsmw,2023-03-31,shipped,1151.91
13956789,003500VBW2FeR0K6uo,2023-06-13,onhold,2537.01
13956790,003500J3Q96yz7IWr7,2023-11-23,shipped,8473.27
13956791,003500k9zTpN29wGts,2023-08-05,shipped,7259.93
13956792,003500BGQMu6tBvkBO,2023-12-11,shipped,8634.38
13956793,003500N85rmM1UV7gZ,2023-09-05,shipped,1267.95
13956794,003500O0yRL1y9KvQD,2023-05-01,shipped,9127.61
13956795,003500T3AFbMci9dfq,2023-02-09,shipped,6928.2
13956796,003500m8fqulK0dAm2,2023-08-22,shipped,1818.62
13956797,003500T3i6B71Xnzd2,2023-03-16,shipped,3634.56
13956798,003500t61dK52Zj1Zb,2023-03-17,cancelled,4891.28
13956799,003500g2DxQOpBtXp7,2023-04-02,cancelled,1554.28
13956800,003500338SElwLOJaH,2023-08-02,shipped,1555.73
13956801,0035005JDA8Jd38E42,2023-04-20,shipped,6618.27
13956802,003500Llpwq2ToWxx4,2023-03-07,shipped,435.79
13956803,003500V827eC3i0H6K,2023-01-30,cancelled,4076.05
13956804,00350080ILlZGJ22zK,2023-02-07,shipped,1043.49
13956805,003500aZoa231CI2RN,2023-06-29,shipped,4272.29
13956806,003500EFjuKH1c2vj6,2023-06-15,shipped,7990.98
13956807,003500Jt863R5c8r94,2023-01-28,shipped,8146.78
13956808,003500Z0mrLA4fsJ6R,2023-09-29,shipped,9698.67
13956809,003500r1lfS5ciENWK,2023-08-17,cancelled,9216.15
13956810,0035002R1Kn8iE3Hzr,2023-09-23,shipped,6185.85
13956811,003500OxsizVzz30DU,2023-01-14,shipped,4169.07
13956812,0035005Pz9N3OsIw9S,2023-09-29,shipped,7182.16
13956813,003500L2opLW35xtPz,2023-12-11,shipped,4727.33
13956814,003500FJkUt0AYXQ50,2023-09-22,shipped,3485.59
13956815,003500wTOyRaMGi59V,2023-08-26,shipped,3772.48
13956816,003500n3Ds5FtcNDR6,2023-03-17,shipped,4907.58
13956817,003500rT74o9UceN26,2023-05-27,shipped,910.6
13956818,003500J2Zar50Y6xFU,2023-06-01,shipped,906.91
13956819,003500e7SM5I5QFh54,2023-09-24,shipped,8532.22
13956820,003500pp3HpfT34N12,2023-06-30,shipped,5680.22
13956821,003500C822642I6m6w,2023-10-01,shipped,2143.03
13956822,003500IX56rpt21Z4a,2023-05-25,shipped,3997.94
13956823,0035001L6Rp0Pf25dG,2023-04-16,shipped,9772.9
13956824,003500E414783d6rmu,2023-06-24,shipped,6751.32
13956825,003500nHP4QFwNgMt7,2023-01-02,cancelled,7696.79
13956826,0035004b80lnYawf8v,2023-01-02,shipped,5675.19
13956827,00350003Llb0LG95Dr,2023-04-19,shipped,3826.2
13956828,003500K4MLeS60SHJ6,2023-08-19,shipped,9276.48
13956829,003500Sr76b5k8V6n7,2023-06-01,shipped,7709.97
13956830,0035008rYt02UMKZ8A,2023-01-15,shipped,8096.67
13956831,003500ou6m7nwoM97f,2023-05-26,shipped,7881.59
13956832,003500se14JmU32YhW,2023-10-26,shipped,5073.25
13956833,003500MAf5FNFoUTtf,2023-08-05,cancelled,4201.92
13956834,003500Un2g7d0CIV64,2023-02-18,delayed,6652.54
13956835,003500A24o2PH8GIw0,2023-01-04,shipped,476.55
13956836,003500iz89fu9331OX,2023-10-24,cancelled,8458.63
13956837,003500x1kOs78Z17Xe,2023-06-24,shipped,6017.31
13956838,003500WI444kFdT9vl,2023-01-03,shipped,897.92
13956839,0035003rtMAN8hxEMr,2023-06-23,cancelled,9308.66
13956840,003500L3Ys7584c88i,2023-09-07,shipped,5437.33
13956841,00350013ToOKS8HZw3,2023-04-15,shipped,9603.0
13956842,003500J3Q96yz7IWr7,2023-10-11,shipped,1670.2
13956843,003500VBW2FeR0K6uo,2023-11-20,cancelled,8550.82
13956844,00350050FU62h93L2Y,2023-09-22,shipped,5516.19
13956845,003500FiH82C9C86Ir,2023-04-18,cancelled,9713.23
13956846,00350086q3Y3ET68Yp,2023-07-16,shipped,6351.67
13956847,0035007l5rZD8EZUew,2023-07-07,cancelled,3877.42
13956848,003500Zs6s2zj1bo7k,2023-01-31,shipped,5803.97
13956849,003500J0L3E6j3CNfZ,2023-02-03,shipped,6712.0
13956850,003500bZnpjVTw6QV5,2023-02-13,shipped,509.69
13956851,003500I7o2jY58yJT9,2023-09-20,shipped,3256.19
13956852,003500M156J68NZa5f,2023-04-21,cancelled,307.26
13956853,003500uDsG2WCYNs3s,2023-02-26,shipped,1215.39
13956854,003500xCzSIKo3g6Zp,2023-05-28,shipped,4815.55
13956855,00350058dSB2Z93Oyy,2023-07-27,shipped,8551.97
13956856,00350077276mVu8zlf,2023-09-23,shipped,4720.77
13956857,003500uIYQTB26kwnB,2023-07-30,shipped,9436.76
13956858,003500Kk5dPSwsY16R,2023-11-26,shipped,8258.22
13956859,003500p6D3p0DWBa6O,2023-02-22,shipped,6917.69
13956860,003500xpR18nkJByGY,2023-07-30,cancelled,6864.84
13956861,00350039yX48I6VkE6,2023-06-22,shipped,4458.23
13956862,00350015ExSP93wyqy,2023-03-04,shipped,8191.82
13956863,0035008SbDh5i6TWZE,2023-12-23,shipped,4686.93
13956864,0035000cct2du76PK6,2023-02-18,shipped,4976.76
13956865,00350056LDM77ssts6,2023-04-01,shipped,5280.86
13956866,003500m4O17tFf15dh,2023-01-10,shipped,9460.54
13956867,003500XE2ZuoB4LDVg,2023-06-01,shipped,6582.94
13956868,003500Ad7GvPk53W3d,2023-07-30,shipped,5801.23
13956869,003500d0HARwL4BmU6,2023-04-07,shipped,3743.25
13956870,00350058dSB2Z93Oyy,2023-01-25,shipped,1788.11
13956871,003500KH5585el7G5p,2023-02-06,shipped,2316.21
13956872,0035003HDNx6k1t809,2023-02-14,shipped,946.17
13956873,003500T3AFbMci9dfq,2023-01-24,shipped,3383.33
13956874,003500m4O17tFf15dh,2023-07-01,delayed,2350.67
13956875,003500W88P8MbnLN2V,2023-07-25,shipped,1283.65
13956876,003500Srgb6GY10LxE,2023-01-21,shipped,6229.64
13956877,003500m8fqulK0dAm2,2023-09-13,shipped,8979.47
13956878,003500uC3ZpVOyL2tH,2023-03-13,shipped,3758.98
13956879,003500rVsN909Iq5g2,2023-08-04,shipped,1158.51
13956880,0035006nBXuy70qjTo,2023-04-24,shipped,3453.51
13956881,003500MAdCt2669Asd,2023-05-03,shipped,9920.28
13956882,003500uXUb01Z9y6WC,2023-04-10,shipped,6884.2
13956883,0035003wB1FHXcnNAB,2023-09-25,shipped,1575.16
13956884,003500yWE2zQ0Q7y3Q,2023-07-16,shipped,9704.8
13956885,0035007w13g0FOgjH0,2023-06-09,shipped,7642.66
13956886,003500oS7XRqSuGyQ2,2023-05-13,cancelled,4607.2
13956887,003500TGW6oRyDpl0e,2023-08-30,shipped,3156.83
13956888,00350072n2l4n3qGn3,2023-03-04,cancelled,1771.55
13956889,003500va1EOI0NWd02,2023-03-18,cancelled,3346.94
13956890,003500Zyd0gg2ikv52,2023-08-02,shipped,8229.99
13956891,0035003nK33vU0y5vS,2023-01-24,shipped,8849.01
13956892,003500aUy2aCM19l6G,2023-07-08,shipped,1748.48
13956893,003500i1dWYb0xA46Z,2023-12-02,shipped,9981.16
13956894,003500VDN5i3NkoGOW,2023-01-21,cancelled,8418.74
13956895,003500WNCFa8i9mLD8,2023-10-15,cancelled,7952.19
13956896,003500cShFUm3ac4gQ,2023-12-30,shipped,1464.67
13956897,003500O0yRL1y9KvQD,2023-12-06,cancelled,7281.05
13956898,003500bz7XmcyvfIeA,2023-06-23,shipped,3088.62
13956899,0035008IbR14se9TD9,2023-04-02,shipped,1342.79
13956900,0035007PT8A05k6X6w,2023-07-21,shipped,4882.02
13956901,00350046v93XyUfh01,2023-06-30,shipped,9917.94
13956902,0035007Z1fSX6Dk4rQ,2023-05-23,shipped,9165.26
13956903,0035000hm9yb1yR8cl,2023-07-31,shipped,8634.97
13956904,003500Ss682eYL8Jb8,2023-07-06,shipped,1048.69
13956905,0035008TA9yOys0041,2023-06-20,shipped,8692.32
13956906,003500nHP4QFwNgMt7,2023-12-03,shipped,2096.31
13956907,003500BkaFX74w4gR5,2023-05-28,shipped,8241.03
13956908,003500WEyt13CtVgmT,2023-07-08,shipped,8922.0
13956909,003500384Mno4Y0urE,2023-06-12,cancelled,9700.07
13956910,003500Un2g7d0CIV64,2023-08-06,shipped,3303.36
13956911,003500E414783d6rmu,2023-12-03,shipped,2816.84
13956912,003500oVL7G00f8Z03,2023-01-19,shipped,2604.23
13956913,003500v941LL10YNMG,2023-03-06,shipped,876.73
13956914,003500q3th00hlURA0,2023-11-22,shipped,1602.86
13956915,0035009XtDO64w1w2m,2023-03-22,delayed,1705.48
13956916,003500bGxHmT3451M6,2023-12-23,shipped,6441.95
13956917,003500yBam6Qk2tb0j,2023-07-27,onhold,9766.25
13956918,0035006OEqU5BM8iIU,2023-05-14,shipped,9592.95
13956919,0035005pgMY4hK8mqp,2023-01-15,shipped,616.36
13956920,003500yP0Y2YCob8kd,2023-12-12,shipped,2189.12
13956921,0035000Z9WKBUgbT5C,2023-08-22,shipped,2386.49
13956922,003500QZuUuv21zf1J,2023-07-21,shipped,9923.01
13956923,003500uXUb01Z9y6WC,2023-04-19,delayed,2566.58
13956924,003500wyGMNN9lsT85,2023-04-10,shipped,4267.85
13956925,0035004eKQRAhpr070,2023-03-13,cancelled,7696.94
13956926,003500l3hW3o8G14uW,2023-11-08,shipped,4563.73
13956927,003500i7R8BkJ6xvpI,2023-08-11,cancelled,5002.68
13956928,0035006fuL40B1Yyjb,2023-02-23,shipped,7580.88
13956929,003500Srgb6GY10LxE,2023-03-11,shipped,1785.95
13956930,003500MAf5FNFoUTtf,2023-03-05,shipped,9130.1
13956931,003500fH0wu7I96wPy,2023-02-08,shipped,895.17
13956932,0035005xklM0MO9Mgk,2023-03-22,shipped,9593.35
13956933,003500g5Jg43GFKsZ1,2023-07-18,shipped,6067.01
13956934,003500BV5gQ6VBzYID,2023-07-12,shipped,5261.56
13956935,003500RWA9m4183b7g,2023-07-16,shipped,5559.0
13956936,003500dr1Mbdv7iAXk,2023-05-14,shipped,1236.17
13956937,0035003HiYoo1790Wu,2023-08-19,shipped,3075.3
13956938,003500UUU47zP74VWU,2023-11-17,shipped,534.89
13956939,003500NDV6T08OQ85z,2023-03-14,shipped,9284.02
13956940,0035005103UXST65YO,2023-09-17,cancelled,353.33
13956941,003500cm9UM26A9bU8,2023-11-04,shipped,8731.43
13956942,003500Oso0dLmOA649,2023-01-28,shipped,4373.83
13956943,003500bz7XmcyvfIeA,2023-07-15,shipped,3916.93
13956944,003500AsEpVJxOb9Qx,2023-02-15,shipped,4539.21
13956945,003500g2DxQOpBtXp7,2023-06-08,shipped,5502.22
13956946,0035000DEyFL7M8mr1,2023-04-08,shipped,9512.04
13956947,003500l8KpawYdjIt8,2023-12-21,shipped,8905.0
13956948,003500H077tyZkVt27,2023-10-05,shipped,9405.57
13956949,003500XO0B6f3gq38K,2023-09-18,shipped,9364.4
13956950,00350016770n2gBxVV,2023-10-11,shipped,2673.21
13956951,00350021MGdZJNx5SL,2023-04-27,cancelled,6003.85
13956952,003500WNCFa8i9mLD8,2023-04-28,shipped,4402.05
13956953,003500UYuJiK726qJ8,2023-11-12,shipped,6554.7
13956954,00350078GPL10PwFZO,2023-02-02,shipped,7801.82
13956955,0035002XykHpV9Iw1i,2023-11-20,shipped,5351.36
13956956,003500z7HiN66M9tk4,2023-11-02,shipped,6103.47
13956957,0035001IvBl058a0uR,2023-04-21,shipped,2230.95
13956958,0035004eKQRAhpr070,2023-08-23,shipped,7561.59
13956959,00350040xG4s8O0d97,2023-02-02,delayed,6314.73
13956960,0035002K3eHvjVGr95,2023-11-02,onhold,5366.26
13956961,003500URn76xrU47fh,2023-04-28,shipped,3825.36
13956962,003500xCzSIKo3g6Zp,2023-10-31,shipped,1803.82
13956963,003500tnz21UQ3nFgg,2023-04-17,shipped,9572.19
13956964,0035002vLukDdG6e9P,2023-08-01,shipped,780.42
13956965,003500n77Oy1O8uXuO,2023-09-04,cancelled,113.76
13956966,003500URn76xrU47fh,2023-12-18,delayed,7352.6
13956967,003500Ld4VTzDIuJi0,2023-11-10,onhold,7483.38
13956968,003500DbcXaJe64OE7,2023-10-13,shipped,613.21
13956969,0035003HiYoo1790Wu,2023-02-04,shipped,6881.6
13956970,003500hqU1u5BZ4H0i,2023-01-12,cancelled,5903.92
13956971,003500N29qETM6vgCZ,2023-03-22,cancelled,8691.49
13956972,003500Srgb6GY10LxE,2023-06-20,shipped,3833.95
13956973,0035009po7cNb44080,2023-03-03,shipped,7798.57
13956974,0035002K3eHvjVGr95,2023-09-23,shipped,2741.49
13956975,003500XE2ZuoB4LDVg,2023-01-10,shipped,8936.81
13956976,0035008rYt02UMKZ8A,2023-04-03,cancelled,6413.69
13956977,003500HqJvkA1hs98g,2023-09-06,shipped,1673.16
13956978,003500bc4ln30oVsmw,2023-06-13,shipped,2741.53
13956979,003500fgWvb2967PZ2,2023-11-16,shipped,4475.67
13956980,003500zBujWw21I36n,2023-03-19,cancelled,4139.03
13956981,003500y5d5EVEk3Nk4,2023-03-28,shipped,5641.96
13956982,003500x1kOs78Z17Xe,2023-02-08,shipped,2265.3
13956983,00350016n29oo4khP8,2023-05-28,onhold,1280.14
13956984,0035003U9SMHPM1mAB,2023-10-14,shipped,1911.02
13956985,00350081SpYV3Es9bK,2023-06-27,shipped,6760.29
13956986,003500diigi29cu2vY,2023-04-03,shipped,8198.43
13956987,0035004iivu1Gw2G33,2023-07-14,cancelled,6973.52
13956988,003500X7utuDkbM969,2023-05-07,shipped,8330.59
13956989,003500OF9IAKWbntuT,2023-11-12,shipped,1275.52
13956990,003500U5s4v0k5M6zQ,2023-01-08,shipped,4357.61
13956991,003500q8ah18C8MHk7,2023-05-21,shipped,7561.09
13956992,0035003Fl137Q3d3qv,2023-01-03,shipped,6034.28
13956993,0035004k9Wmlzw2405,2023-05-15,shipped,7376.4
13956994,003500888a2jQtQBS6,2023-02-15,shipped,5348.95
13956995,003500s8xjcs5gSOp7,2023-03-27,cancelled,8266.18
13956996,003500qsWZ4Zc9VU88,2023-12-02,shipped,9164.3
13956997,0035005w4Iw9joW3zz,2023-05-28,shipped,9179.07
13956998,003500UcKabu6ZxHg5,2023-11-09,shipped,5092.74
13956999,0035003O1qhXg6R870,2023-07-15,shipped,3819.71
13957000,0035009y2VpvfwX5xX,2023-06-16,shipped,314.19
13957001,0035002LqcCzE3H31U,2023-11-28,shipped,4160.36
13957002,0035000tNfQOU3289H,2023-01-27,shipped,3799.89
13957003,0035002aAowk63QeJO,2023-07-02,shipped,1370.24
13957004,003500tu83uv0QMijI,2023-05-22,shipped,7656.6
13957005,00350022go27p6N1HQ,2023-02-03,shipped,9379.02
